Wafer_ID,Lot_Code,Thickness_nm,Inspection_Date
WF-1495,L-C3,723.0008735357602,2026/08/22
WF-1496,l-b2 ,727.0040397347466,2026-08-21 
 WF-1497 ,L-A1 ,729.897744028051, 08/08/2026
WF-1498,L-A1 ,728.2362178901947,2026/08/17
WF-1499,L-C3,725.2087062947206,2026-08-16 
 WF-1500 ,l-b2 ,722.7357212780305, 27/08/2026
WF-1501,l-a1,727.4437815976476,2026/08/23
WF-1502,L-C3 ,726.3771988489761,2026-08-10 
 WF-1503 ,L-C3 ,728.133176270097, 10/08/2026
WF-1504,L-C3,727.2231013058869,2026/08/27
WF-1505,L-A1 ,728.6734345036177,2026-08-02 
 WF-1506 ,L-A1 ,723.126676759538, 09/08/2026
WF-1507,L-C3 ,729.6108792297201,2026/08/17
WF-1508,L-C3,725.6915986164234,2026-08-11 
 WF-1509 ,l-b2 ,732.2634130541884, 10/08/2026
WF-1510,L-A1 ,722.5878426366866,2026/08/22
WF-1511,l-b2 ,731.0758733110783,2026-08-25 
 WF-1512 ,L-A1 ,725.6926877421192, 17/08/2026
WF-1513,L-A1 ,722.7200369873494,2026/08/04
WF-1514,L-B2,723.3063995808099,2026-08-16 
 WF-1515 ,L-A1 ,723.8787844213199, 20/08/2026
WF-1516,l-a1,726.4845808124068,2026/08/15
WF-1517,L-C3,726.8299242081242,2026-08-25 
 WF-1518 ,L-C3,722.992049986215, 27/08/2026
WF-1519,l-b2 ,724.9147589270866,2026/08/21
WF-1520,L-A1 ,732.4979462551415,2026-08-05 
 WF-1521 ,l-a1,731.0464010953525, 06/08/2026
WF-1522,l-b2 ,726.5271328438591,2026/08/17
WF-1523,L-B2,725.1330121735887,2026-08-01 
 WF-1524 ,l-b2 ,725.4201096435139, 25/08/2026
WF-1525,l-b2 ,727.1473129045564,2026/08/19
WF-1526,L-A1 ,721.4202260218055,2026-08-04 
 WF-1527 ,L-B2,724.0991821190183, 17/08/2026
WF-1528,l-b2 ,719.1599557414285,2026/08/09
WF-1529,l-a1,726.3972809291184,2026-08-24 
 WF-1530 ,l-a1,727.2651857889596, 02/08/2026
WF-1531,L-C3,723.3088473819522,2026/08/08
WF-1532,L-B2,730.5089536715151,2026-08-15 
 WF-1533 ,L-B2,720.7098201794918, 07/08/2026
WF-1534,L-C3,,2026/08/27
WF-1535,l-b2 ,725.7855813649599,2026-08-06 
 WF-1536 ,L-B2,728.6648440591425, 01/08/2026
WF-1537,l-a1,730.8937469201026,2026/08/15
WF-1538,l-a1,723.3939050799587,2026-08-23 
 WF-1539 ,L-A1 ,728.7753829170096, 26/08/2026
WF-1540,L-B2,724.8652203567475,2026/08/07
WF-1541,l-b2 ,724.3958044502072,2026-08-25 
 WF-1542 ,L-C3,728.0928097812033, 17/08/2026
WF-1543,L-C3,727.283130074447,2026/08/02
WF-1544,l-b2 ,719.4826274505551,2026-08-27 
 WF-1545 ,L-C3 ,730.1678912240407, 09/08/2026
WF-1546,L-A1 ,729.8303197395161,2026/08/09
WF-1547,L-C3,722.8105305447167,2026-08-13 
 WF-1548 ,L-B2,726.3853123670309, 06/08/2026
WF-1549,L-A1 ,726.7291056519896,2026/08/06
WF-1550,L-B2,725.9123581803836,2026-08-20 
 WF-1551 ,l-a1,723.073931961541, 20/08/2026
WF-1552,L-A1 ,722.6493182122168,2026/08/21
WF-1553,L-C3,724.9105607515299,2026-08-03 
 WF-1554 ,L-A1 ,729.1045515674077, 17/08/2026
WF-1555,L-A1 ,726.9026005410805,2026/08/17
WF-1556,L-A1 ,723.7028498376986,2026-08-12 
 WF-1557 ,L-C3 ,727.7009454872692, 16/08/2026
WF-1558,L-A1 ,715.0301008277947,2026/08/15
WF-1559,L-B2,729.0206799513023,2026-08-13 
 WF-1560 ,l-a1,718.9110017742767, 23/08/2026
WF-1561,l-b2 ,723.731456705089,2026/08/01
WF-1562,L-A1 ,721.0811553688085,2026-08-17 
 WF-1563 ,L-C3,720.4686148349768, 03/08/2026
WF-1564,L-A1 ,729.0628937558248,2026/08/26
WF-1565,L-C3,723.3630457954084,2026-08-15 
 WF-1566 ,L-B2,726.2127635860575, 04/08/2026
WF-1567,L-C3,724.8357779739229,2026/08/04
WF-1568,l-b2 ,726.669642895281,2026-08-18 
 WF-1569 ,l-a1,725.2688766187109, 17/08/2026
WF-1570,L-C3,720.50952721534,2026/08/19
WF-1571,L-C3,728.486933868065,2026-08-11 
 WF-1572 ,l-a1,723.2718519589354, 20/08/2026
WF-1573,l-b2 ,719.5519633546909,2026/08/03
WF-1574,L-A1 ,723.5015969366193,2026-08-08 
 WF-1575 ,L-C3,730.2526592672201, 14/08/2026
WF-1576,l-a1,727.9757760973972,2026/08/26
WF-1577,L-B2,723.7797175295725,2026-08-01 
 WF-1578 ,l-a1,723.7775980348855, 14/08/2026
WF-1579,L-B2,723.8742773207391,2026/08/02
WF-1580,l-b2 ,732.2686179424629,2026-08-23 
 WF-1581 ,L-A1 ,726.3367740828104, 04/08/2026
WF-1582,l-a1,726.5051457651688,2026/08/24
WF-1583,L-C3 ,728.6059920891114,2026-08-27 
 WF-1584 ,L-C3,725.8357620565928, 19/08/2026
WF-1585,l-b2 ,724.0933524896276,2026/08/06
WF-1586,l-a1,724.3127755282026,2026-08-25 
 WF-1587 ,L-C3,724.7493955920507, 01/08/2026
WF-1588,l-a1,724.8697221722156,2026/08/17
WF-1589,L-B2,727.5467034027295,2026-08-08 
 WF-1590 ,l-a1,725.1818106003255, 19/08/2026
WF-1591,L-C3 ,727.5642402702546,2026/08/21
WF-1592,l-a1,724.7174919696199,2026-08-01 
 WF-1593 ,l-a1,725.2752231661063, 05/08/2026
WF-1594,L-C3 ,718.0062976041377,2026/08/27
WF-1595,l-b2 ,,2026-08-16 
 WF-1596 ,l-a1,726.2127096656429, 06/08/2026
WF-1597,L-C3 ,728.4930353845087,2026/08/08
WF-1598,L-C3,714.863106176322,2026-08-13 
 WF-1599 ,L-B2,732.3093114667325, 16/08/2026
WF-1600,L-B2,724.5114363014569,2026/08/03
WF-1601,l-a1,728.8786398585813,2026-08-19 
 WF-1602 ,l-b2 ,721.3603292550606, 12/08/2026
WF-1603,l-b2 ,727.144708667719,2026/08/16
WF-1604,L-C3,721.3130455288922,2026-08-27 
 WF-1605 ,l-a1,722.8168086375647, 11/08/2026
WF-1606,L-B2,731.6991097385337,2026/08/10
WF-1607,l-b2 ,724.3326115973283,2026-08-25 
 WF-1608 ,l-a1,725.761015056129, 20/08/2026
WF-1609,l-b2 ,728.0452370574106,2026/08/04
WF-1610,L-C3 ,726.7348866079041,2026-08-12 
 WF-1611 ,l-b2 ,725.5264661680026, 23/08/2026
WF-1612,L-B2,726.2773635086318,2026/08/02
WF-1613,L-A1 ,733.4119545483339,2026-08-24 
 WF-1614 ,L-C3,724.7983342103824, 22/08/2026
WF-1615,L-C3,725.7038466635024,2026/08/19
WF-1616,L-B2,728.6772903860267,2026-08-25 
 WF-1617 ,l-b2 ,728.869340765353, 05/08/2026
WF-1618,l-a1,729.1546060694614,2026/08/08
WF-1619,l-b2 ,727.2355557771021,2026-08-07 
 WF-1620 ,L-B2,720.9994828054433, 14/08/2026
WF-1621,L-C3,730.7170103630539,2026/08/24
WF-1622,l-b2 ,720.9877911244346,2026-08-23 
 WF-1623 ,L-C3,726.0592241283366, 03/08/2026
WF-1624,l-a1,722.3600345249323,2026/08/18
WF-1625,L-C3,724.7755157869245,2026-08-16 
 WF-1626 ,L-C3,726.1506684360622, 23/08/2026
WF-1627,L-A1 ,726.1247502540759,2026/08/19
WF-1628,L-A1 ,726.4767226398235,2026-08-19 
 WF-1629 ,L-C3 ,730.6479894417052, 18/08/2026
WF-1630,L-A1 ,726.587370055299,2026/08/20
WF-1631,L-C3,,2026-08-16 
 WF-1632 ,L-B2,728.3743050890092, 08/08/2026
WF-1633,L-C3,729.1631467112362,2026/08/28
WF-1634,L-B2,720.7033726470205,2026-08-01 
 WF-1635 ,L-B2,727.0909002444745, 17/08/2026
WF-1636,L-A1 ,727.4541045980882,2026/08/12
WF-1637,l-b2 ,723.95852773824,2026-08-21 
 WF-1638 ,l-a1,729.8149738465906, 11/08/2026
WF-1639,L-A1 ,724.4748054453862,2026/08/05
WF-1640,L-A1 ,725.4395175871504,2026-08-27 
 WF-1641 ,l-b2 ,724.3942486150064, 12/08/2026
WF-1642,l-a1,725.0545266665351,2026/08/17
WF-1643,L-C3,721.1630371958668,2026-08-06 
 WF-1644 ,L-C3 ,719.9598219109199, 01/08/2026
WF-1645,L-C3 ,730.5807677212874,2026/08/05
WF-1646,L-C3,722.0356352808858,2026-08-25 
 WF-1647 ,L-A1 ,721.5301267769029, 28/08/2026
WF-1648,l-a1,717.463134602387,2026/08/14
WF-1649,L-A1 ,722.7636338830868,2026-08-05 
 WF-1650 ,L-B2,720.3691857230738, 22/08/2026
WF-1651,L-A1 ,730.7470530604772,2026/08/24
WF-1652,L-A1 ,728.5343598126992,2026-08-27 
 WF-1653 ,L-C3,722.591473791878, 01/08/2026
WF-1654,L-C3,732.8835253187051,2026/08/18
WF-1655,L-C3,728.4361792044706,2026-08-16 
 WF-1656 ,L-C3 ,723.8630901577199, 09/08/2026
WF-1657,L-B2,716.2520799979425,2026/08/19
WF-1658,L-C3,733.0182990040676,2026-08-22 
 WF-1659 ,l-a1,720.1364963663274, 05/08/2026
WF-1660,L-C3 ,719.2411043856508,2026/08/27
WF-1661,l-b2 ,728.5789965120338,2026-08-02 
 WF-1662 ,l-a1,733.5391334221874, 15/08/2026
WF-1663,l-a1,,2026/08/07
WF-1664,L-C3,726.9736819201833,2026-08-04 
 WF-1665 ,l-b2 ,727.0816401958285, 01/08/2026
WF-1666,l-b2 ,727.986954455731,2026/08/13
WF-1667,L-C3 ,727.6562500642536,2026-08-20 
 WF-1668 ,l-b2 ,725.9841699838928, 22/08/2026
WF-1669,L-B2,,2026/08/07
WF-1670,L-C3,724.7809240523517,2026-08-15 
 WF-1671 ,l-b2 ,722.3611239389667, 23/08/2026
WF-1672,L-C3 ,724.0176372309663,2026/08/14
WF-1673,L-B2,719.0746511503162,2026-08-23 
 WF-1674 ,L-A1 ,724.6558113062184, 19/08/2026
WF-1675,L-A1 ,721.5399311249718,2026/08/22
WF-1676,L-B2,721.1374373897448,2026-08-24 
 WF-1677 ,L-C3 ,725.6296295290372, 20/08/2026
WF-1678,L-B2,729.8720080022061,2026/08/24
WF-1679,L-C3,728.214108121008,2026-08-18 
 WF-1680 ,L-C3,719.5032478873189, 10/08/2026
WF-1681,L-A1 ,721.5363015220038,2026/08/09
WF-1682,l-b2 ,,2026-08-25 
 WF-1683 ,L-C3 ,721.5612941226159, 08/08/2026
WF-1684,L-A1 ,724.2137839750104,2026/08/26
WF-1685,l-b2 ,726.925182346586,2026-08-10 
 WF-1686 ,l-b2 ,721.6107944079773, 17/08/2026
WF-1687,L-C3,725.3688142715108,2026/08/02
WF-1688,l-a1,720.3309107677862,2026-08-06 
 WF-1689 ,l-a1,722.8952132461708, 26/08/2026
WF-1690,L-B2,726.1192367694989,2026/08/05
WF-1691,L-C3,,2026-08-28 
 WF-1692 ,l-b2 ,726.5416615828614, 09/08/2026
WF-1693,L-C3 ,724.9312677037566,2026/08/05
WF-1694,l-a1,726.93371484046,2026-08-18 
 WF-1695 ,l-b2 ,725.7836994692263, 26/08/2026
WF-1696,l-a1,729.7744915049085,2026/08/20
WF-1697,l-a1,725.4382857592677,2026-08-09 
 WF-1698 ,l-a1,723.4970806060616, 17/08/2026
WF-1699,L-C3 ,725.428041260613,2026/08/27
WF-1700,L-C3,726.9015431016273,2026-08-17 
 WF-1701 ,L-C3 ,725.17101024614, 12/08/2026
WF-1702,L-A1 ,725.1420709192136,2026/08/07
WF-1703,l-b2 ,722.5430290926763,2026-08-27 
 WF-1704 ,L-C3,722.6798467885717, 03/08/2026
WF-1705,L-C3,720.0908815487011,2026/08/10
WF-1706,L-C3,731.1235186011543,2026-08-02 
 WF-1707 ,L-C3,720.6464786761305, 25/08/2026
WF-1708,L-C3 ,722.5748318077143,2026/08/03
WF-1709,L-C3,722.4855745705078,2026-08-16 
 WF-1710 ,L-B2,728.1322353193056, 02/08/2026
WF-1711,l-b2 ,723.967676125978,2026/08/28
WF-1712,L-C3,,2026-08-24 
 WF-1713 ,l-b2 ,722.6427828151465, 10/08/2026
WF-1714,L-B2,725.9764795677833,2026/08/06
WF-1715,L-B2,722.0762853135908,2026-08-22 
 WF-1716 ,l-b2 ,732.5080219472069, 26/08/2026
WF-1717,l-a1,,2026/08/11
WF-1718,L-A1 ,726.0843724857946,2026-08-23 
 WF-1719 ,l-a1,727.2182190832624, 07/08/2026
WF-1720,l-a1,726.4482968410803,2026/08/27
WF-1721,L-C3 ,724.351493193928,2026-08-15 
 WF-1722 ,l-a1,724.545627550933, 06/08/2026
WF-1723,L-C3,725.1533401519268,2026/08/20
WF-1724,L-C3 ,724.4854929943003,2026-08-27 
 WF-1725 ,L-C3 ,728.3735769087822, 09/08/2026
WF-1726,L-B2,732.7368305055697,2026/08/22
WF-1727,l-a1,723.0487787524726,2026-08-20 
 WF-1728 ,L-B2,720.2056895714733, 12/08/2026
WF-1729,l-b2 ,724.6910128307707,2026/08/19
WF-1730,L-A1 ,734.0289826817901,2026-08-20 
 WF-1731 ,L-C3 ,722.187139012106, 03/08/2026
WF-1732,l-b2 ,,2026/08/15
WF-1733,l-b2 ,730.8719528492676,2026-08-02 
 WF-1734 ,L-C3,723.062441154022, 21/08/2026
WF-1735,L-A1 ,726.9914407771485,2026/08/02
WF-1736,l-b2 ,730.6993881809499,2026-08-22 
 WF-1737 ,l-b2 ,723.6730529065438, 03/08/2026
WF-1738,L-A1 ,724.2874687396418,2026/08/06
WF-1739,L-A1 ,722.9641168011798,2026-08-15 
 WF-1740 ,l-b2 ,721.448351442575, 27/08/2026
WF-1741,L-A1 ,722.727528592269,2026/08/10
WF-1742,l-b2 ,720.7162090663321,2026-08-09 
 WF-1743 ,l-b2 ,725.1192921389073, 01/08/2026
WF-1744,L-C3,722.3050936912947,2026/08/16
WF-1745,l-a1,725.8182506912676,2026-08-06 
 WF-1746 ,l-b2 ,719.5543652382873, 09/08/2026
WF-1747,L-B2,726.1580808127507,2026/08/27
WF-1748,L-C3 ,727.9173513656312,2026-08-04 
 WF-1749 ,l-a1,718.0219252509999, 27/08/2026
WF-1750,l-a1,726.3091979944666,2026/08/28
WF-1751,l-a1,729.2968414736565,2026-08-02 
 WF-1752 ,L-C3,720.7662564345808, 04/08/2026
WF-1753,l-b2 ,730.854003353932,2026/08/01
WF-1754,L-C3,726.4665665327811,2026-08-19 
 WF-1755 ,l-b2 ,, 26/08/2026
WF-1756,L-C3,724.804808228198,2026/08/25
WF-1757,L-C3,726.954144193826,2026-08-10 
 WF-1758 ,L-C3 ,725.2660188699434, 21/08/2026
WF-1759,L-B2,726.8856459735623,2026/08/15
WF-1760,L-C3,721.7776424242222,2026-08-27 
 WF-1761 ,L-C3 ,725.5927628841263, 22/08/2026
WF-1762,L-A1 ,720.0519992608325,2026/08/19
WF-1763,L-B2,724.6107087852796,2026-08-16 
 WF-1764 ,L-C3,721.8363232548733, 21/08/2026
WF-1765,l-a1,,2026/08/27
WF-1766,L-A1 ,729.3263261132365,2026-08-24 
 WF-1767 ,L-A1 ,728.81958542208, 22/08/2026
WF-1768,L-C3 ,,2026/08/04
WF-1769,L-A1 ,721.176905323646,2026-08-02 
 WF-1770 ,L-B2,723.8925704260682, 25/08/2026
WF-1771,L-C3,729.2458419499271,2026/08/13
WF-1772,L-C3,725.4960091977397,2026-08-28 
 WF-1773 ,l-a1,, 01/08/2026
WF-1774,L-C3 ,726.3766124378803,2026/08/17
WF-1775,l-a1,,2026-08-13 
 WF-1776 ,L-A1 ,723.9180923752913, 04/08/2026
WF-1777,l-a1,725.467393166738,2026/08/07
WF-1778,L-B2,724.4663555726681,2026-08-17 
 WF-1779 ,L-C3,727.4783803684101, 09/08/2026
WF-1780,L-A1 ,728.3484581087811,2026/08/04
WF-1781,l-a1,722.2490368882221,2026-08-19 
 WF-1782 ,L-C3 ,720.3406846625478, 01/08/2026
WF-1783,L-B2,718.5732811941384,2026/08/10
WF-1784,L-B2,726.777969644194,2026-08-04 
 WF-1785 ,l-a1,721.1382168783914, 09/08/2026
WF-1786,L-C3,717.4648829246663,2026/08/13
WF-1787,l-a1,726.3600251158583,2026-08-14 
 WF-1788 ,L-A1 ,733.7254983110148, 10/08/2026
WF-1789,l-a1,724.9787518096103,2026/08/06
WF-1790,L-B2,727.9347177105808,2026-08-16 
 WF-1791 ,l-a1,725.2864027549165, 06/08/2026
WF-1792,L-C3,724.653886213831,2026/08/17
WF-1793,L-C3 ,728.2167676904572,2026-08-10 
 WF-1794 ,l-b2 ,723.9840390953398, 18/08/2026
WF-1795,l-a1,725.9358730992517,2026/08/27
WF-1796,L-C3,726.125942321686,2026-08-22 
 WF-1797 ,L-C3,722.6616834122493, 18/08/2026
WF-1798,L-C3 ,728.4721482233779,2026/08/03
WF-1799,L-B2,724.3876408515661,2026-08-20 
 WF-1800 ,L-C3,722.354891941775, 27/08/2026
WF-1801,L-C3,726.8777844524964,2026/08/21
WF-1802,L-C3,721.8553620637314,2026-08-25 
 WF-1803 ,L-C3,725.0986340507919, 28/08/2026
WF-1804,L-A1 ,724.9680835117452,2026/08/15
WF-1805,L-A1 ,728.8006344804105,2026-08-15 
 WF-1806 ,L-B2,726.6614438150798, 04/08/2026
WF-1807,l-a1,724.912405644392,2026/08/27
WF-1808,L-C3,,2026-08-09 
 WF-1809 ,L-C3 ,729.8657264215606, 27/08/2026
WF-1810,l-a1,726.9523360722316,2026/08/26
WF-1811,L-C3 ,,2026-08-19 
 WF-1812 ,l-a1,720.4085731867744, 24/08/2026
WF-1813,L-B2,721.2721021792362,2026/08/28
WF-1814,L-C3,723.9317135347586,2026-08-17 
 WF-1815 ,L-C3,722.8667072924425, 11/08/2026
WF-1816,l-b2 ,724.3456004395509,2026/08/25
WF-1817,L-C3 ,725.1982747371399,2026-08-09 
 WF-1818 ,l-a1,726.8539246402486, 10/08/2026
WF-1819,l-a1,724.7532542767932,2026/08/18
WF-1820,L-A1 ,726.7027557533917,2026-08-20 
 WF-1821 ,l-b2 ,725.2256604518354, 13/08/2026
WF-1822,L-A1 ,718.0858670177614,2026/08/08
WF-1823,L-A1 ,721.7123261216343,2026-08-07 
 WF-1824 ,L-A1 ,724.4956935549743, 17/08/2026
WF-1825,L-C3 ,720.7660684000562,2026/08/21
WF-1826,L-C3 ,727.0997505549867,2026-08-23 
 WF-1827 ,L-B2,730.3576279132029, 15/08/2026
WF-1828,L-B2,729.2656664809406,2026/08/20
WF-1829,L-A1 ,724.2529499517443,2026-08-15 
 WF-1830 ,l-b2 ,730.2175414789748, 01/08/2026
WF-1831,l-a1,725.5203361002074,2026/08/25
WF-1832,L-C3 ,723.8201991010868,2026-08-14 
 WF-1833 ,l-b2 ,722.8530906776067, 05/08/2026
WF-1834,L-C3,723.9413560972915,2026/08/11
WF-1835,L-C3 ,723.6413811351057,2026-08-16 
 WF-1836 ,L-C3 ,725.5964567783142, 02/08/2026
WF-1837,L-B2,725.5620089336745,2026/08/08
WF-1838,l-a1,725.0106610705369,2026-08-11 
 WF-1839 ,l-a1,726.5292835941123, 18/08/2026
WF-1840,L-C3,729.1672619617522,2026/08/03
WF-1841,L-C3,728.3234394740447,2026-08-26 
 WF-1842 ,L-C3 ,, 01/08/2026
WF-1843,L-A1 ,716.0612760278432,2026/08/11
WF-1844,L-B2,728.2701196893374,2026-08-16 
 WF-1845 ,L-B2,720.215924555546, 18/08/2026
WF-1846,L-C3 ,,2026/08/16
WF-1847,l-b2 ,720.9046044087922,2026-08-23 
 WF-1848 ,L-A1 ,718.69306846847, 10/08/2026
WF-1849,L-C3 ,726.8951195487167,2026/08/18
WF-1850,L-A1 ,727.6570430610593,2026-08-06 
 WF-1851 ,L-A1 ,722.9822135974565, 19/08/2026
WF-1852,L-A1 ,715.9313519774928,2026/08/04
WF-1853,L-C3 ,723.0881444311163,2026-08-27 
 WF-1854 ,L-B2,726.371314018909, 13/08/2026
WF-1855,L-B2,719.8238095092905,2026/08/24
WF-1856,L-A1 ,725.641759719227,2026-08-14 
 WF-1857 ,l-b2 ,724.9464155278945, 03/08/2026
WF-1858,l-a1,727.0275202486038,2026/08/10
WF-1859,L-C3 ,725.4185312894496,2026-08-06 
 WF-1860 ,l-a1,721.5942587069145, 01/08/2026
WF-1861,l-b2 ,729.1880002558257,2026/08/23
WF-1862,L-C3 ,724.4451464944055,2026-08-24 
 WF-1863 ,L-A1 ,724.9044341117152, 27/08/2026
WF-1864,L-B2,721.7335621432438,2026/08/14
WF-1865,l-a1,723.4485121208297,2026-08-08 
 WF-1866 ,L-C3,721.9031905009058, 19/08/2026
WF-1867,L-C3,724.394688790268,2026/08/14
WF-1868,l-b2 ,730.9909796804982,2026-08-10 
 WF-1869 ,L-A1 ,720.1983459997402, 17/08/2026
WF-1870,l-a1,719.3525351074314,2026/08/09
WF-1871,L-A1 ,730.1490961462276,2026-08-06 
 WF-1872 ,l-a1,724.2673671299684, 11/08/2026
WF-1873,l-b2 ,722.6582454146903,2026/08/25
WF-1874,l-b2 ,728.6396664058863,2026-08-07 
 WF-1875 ,L-C3,722.8803456109209, 17/08/2026
WF-1876,L-A1 ,731.3910339974143,2026/08/28
WF-1877,L-C3 ,727.3727405496875,2026-08-28 
 WF-1878 ,L-C3,723.2923100714901, 01/08/2026
WF-1879,L-A1 ,732.5505787464292,2026/08/22
WF-1880,L-C3,722.8799977694883,2026-08-05 
 WF-1881 ,L-C3 ,727.5973338020326, 09/08/2026
WF-1882,L-B2,726.0475240314228,2026/08/18
WF-1883,L-B2,729.5560945128958,2026-08-24 
 WF-1884 ,L-B2,730.465289188544, 27/08/2026
WF-1885,L-B2,725.1120145217302,2026/08/21
WF-1886,l-a1,722.3630374537884,2026-08-02 
 WF-1887 ,L-B2,726.6099025002869, 26/08/2026
WF-1888,L-C3 ,722.6279962058676,2026/08/11
WF-1889,l-b2 ,732.0468553663432,2026-08-27 
 WF-1890 ,l-b2 ,725.4778736587896, 28/08/2026
WF-1891,l-a1,723.7213745704076,2026/08/06
WF-1892,L-B2,725.6463810705271,2026-08-26 
 WF-1893 ,L-B2,720.285057986646, 08/08/2026
WF-1894,L-B2,721.5993508652127,2026/08/04
WF-1895,L-C3,729.2014486778055,2026-08-18 
 WF-1896 ,L-A1 ,722.7008700236001, 28/08/2026
WF-1897,L-C3,721.3358115606133,2026/08/11
WF-1898,L-A1 ,726.8782846338455,2026-08-05 
 WF-1899 ,L-B2,729.1499645413205, 15/08/2026
WF-1900,L-B2,727.5163365873277,2026/08/28
WF-1901,L-C3,728.4861669003203,2026-08-18 
 WF-1902 ,L-C3,722.3512171900069, 02/08/2026
WF-1903,L-A1 ,720.0236626664035,2026/08/22
WF-1904,l-b2 ,730.2546677818442,2026-08-11 
 WF-1905 ,L-A1 ,723.8706205640525, 26/08/2026
WF-1906,L-C3,724.1220844424073,2026/08/25
WF-1907,L-C3 ,729.6486794964717,2026-08-13 
 WF-1908 ,L-C3,726.9468050329023, 04/08/2026
WF-1909,L-C3 ,726.5956072022856,2026/08/22
WF-1910,l-a1,732.5775082071538,2026-08-07 
 WF-1911 ,L-C3,722.7476861936696, 11/08/2026
WF-1912,l-a1,728.2474404482844,2026/08/22
WF-1913,l-b2 ,725.1995459371398,2026-08-24 
 WF-1914 ,L-A1 ,725.9400729760214, 04/08/2026
WF-1915,L-C3 ,730.3496394924439,2026/08/28
WF-1916,L-A1 ,726.7774251470137,2026-08-15 
 WF-1917 ,l-a1,726.8840362766737, 01/08/2026
WF-1918,L-C3 ,728.7537756805843,2026/08/23
WF-1919,L-A1 ,723.7226654465999,2026-08-03 
 WF-1920 ,L-C3,722.0627661643135, 14/08/2026
WF-1921,L-B2,721.3431678209264,2026/08/06
WF-1922,l-a1,718.117751937184,2026-08-18 
 WF-1923 ,L-A1 ,732.1967249547911, 25/08/2026
WF-1924,l-a1,721.1387707199741,2026/08/01
WF-1925,l-a1,724.2256123174498,2026-08-06 
 WF-1926 ,L-C3 ,724.0311534503887, 06/08/2026
WF-1927,L-C3 ,726.0759234423318,2026/08/21
WF-1928,L-B2,727.8550802438875,2026-08-16 
 WF-1929 ,L-C3,728.011657209259, 05/08/2026
WF-1930,l-a1,722.9592289650087,2026/08/17
WF-1931,L-A1 ,724.4150740017476,2026-08-10 
 WF-1932 ,l-b2 ,725.989029826709, 28/08/2026
WF-1933,l-a1,724.1295810583575,2026/08/21
WF-1934,l-a1,730.62570951607,2026-08-18 
 WF-1935 ,L-B2,726.7184123307338, 07/08/2026
WF-1936,L-C3,727.5720722511744,2026/08/03
WF-1937,l-b2 ,727.3200844403359,2026-08-13 
 WF-1938 ,L-C3 ,729.1071585011987, 15/08/2026
WF-1939,L-C3 ,725.633575455463,2026/08/20
WF-1940,L-A1 ,720.4610881821545,2026-08-19 
 WF-1941 ,l-b2 ,726.3989078311342, 03/08/2026
WF-1942,L-C3 ,722.7202508717286,2026/08/04
WF-1943,L-A1 ,723.1498416138759,2026-08-05 
 WF-1944 ,L-C3,727.0522740656428, 01/08/2026
WF-1945,L-A1 ,729.3339907500177,2026/08/04
WF-1946,L-C3 ,725.0744505185762,2026-08-12 
 WF-1947 ,L-B2,726.0809155440963, 28/08/2026
WF-1948,L-B2,730.9577523062234,2026/08/27
WF-1949,L-B2,725.84263612821,2026-08-24 
 WF-1950 ,L-C3 ,734.1058908996314, 10/08/2026
WF-1951,L-B2,726.9792837597104,2026/08/23
WF-1952,l-b2 ,718.8373303429546,2026-08-25 
 WF-1953 ,L-C3,727.6366956738659, 21/08/2026
WF-1954,L-A1 ,726.3340543470897,2026/08/26
WF-1955,L-A1 ,729.5141346392896,2026-08-20 
 WF-1956 ,L-C3 ,727.3561347294449, 24/08/2026
WF-1957,L-B2,724.5154040560568,2026/08/25
WF-1958,L-B2,720.7149561729872,2026-08-13 
 WF-1959 ,l-a1,724.2684185994989, 23/08/2026
WF-1960,L-C3,722.0231784102674,2026/08/14
WF-1961,l-b2 ,722.9681679256835,2026-08-23 
 WF-1962 ,L-A1 ,727.0600244154722, 05/08/2026
WF-1963,l-a1,730.8446657652299,2026/08/04
WF-1964,l-a1,726.3813503543804,2026-08-14 
 WF-1965 ,L-C3 ,720.8144092828769, 10/08/2026
WF-1966,L-A1 ,726.5561093387705,2026/08/17
WF-1967,L-C3 ,729.1882102032598,2026-08-10 
 WF-1968 ,l-b2 ,722.8657598348822, 26/08/2026
WF-1969,l-a1,724.5309399166448,2026/08/07
WF-1970,l-a1,725.0514086815522,2026-08-16 
 WF-1971 ,L-C3,722.2528559042122, 01/08/2026
WF-1972,l-b2 ,727.2689815184535,2026/08/17
WF-1973,l-a1,724.5766814798727,2026-08-21 
 WF-1974 ,l-b2 ,726.4683635536746, 09/08/2026
WF-1975,L-A1 ,721.8937773776927,2026/08/06
WF-1976,L-B2,723.4688959488681,2026-08-19 
 WF-1977 ,l-a1,727.5283347523972, 13/08/2026
WF-1978,L-C3,723.6950839676788,2026/08/03
WF-1979,L-A1 ,731.044373479317,2026-08-07 
 WF-1980 ,l-b2 ,723.601273350349, 22/08/2026
WF-1981,L-C3 ,725.7863965401316,2026/08/09
WF-1982,L-A1 ,728.2640679115558,2026-08-22 
 WF-1983 ,l-a1,720.0357199347344, 05/08/2026
WF-1984,l-b2 ,718.8371691580672,2026/08/10
WF-1985,L-B2,719.6602028990046,2026-08-23 
 WF-1986 ,L-A1 ,729.4190443619951, 17/08/2026
WF-1987,l-a1,,2026/08/12
WF-1988,L-C3,733.9536974998389,2026-08-23 
 WF-1989 ,L-C3 ,723.0251334046991, 16/08/2026
